riskId,supplierVendorCode,riskType,riskScore,riskDescription,mitigationPlan,riskStatus
RISK-5b59e976,SUP-8cce4e62,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-8cce4e62 is 0.,Conduct quarterly financial health assessments and monitor credit ratings to proactively address any deterioration in the supplier's financial stability.,Active
RISK-2458d2b7,SUP-8cce4e62,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-8cce4e62 is 0.,Implement stricter credit limits on high-risk suppliers to reduce the concentration risk.,Active
RISK-97c063ec,SUP-42cfd855,Country Risk,15.0,Country Risk for supplier SUP-42cfd855 is 15.,Diversify supply base to reduce dependency on high-risk countries.,Active
RISK-955af2a7,SUP-42cfd855,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-42cfd855 is 0.,Diversify suppliers to reduce dependency on single sources.,Active
RISK-a40b26ec,SUP-42cfd855,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-42cfd855 is 10.,Conduct quarterly financial health assessments and maintain diversified supplier relationships to mitigate high financial health risks.,Active
RISK-b998ef1e,SUP-42cfd855,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-42cfd855 is 0.,Diversify spend across multiple suppliers to reduce concentration risk.,Active
RISK-64114e36,SUP-1cbd05e3,Country Risk,15.0,Country Risk for supplier SUP-1cbd05e3 is 15.,Conduct regular country risk assessments and enhance local governance oversight to mitigate potential risks associated with the high country risk score.,Active
RISK-9c95b479,SUP-1cbd05e3,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-1cbd05e3 is 0.,Develop a contingency plan.,Active
RISK-01d5e811,SUP-1cbd05e3,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-1cbd05e3 is 0.,Conduct quarterly financial health reviews to monitor supplier liquidity and solvency.,Active
RISK-54d3af79,SUP-1cbd05e3,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-1cbd05e3 is 0.,Diversify suppliers to reduce concentration risk and implement strict monitoring of high-risk spend categories.,Active
RISK-938cd6a1,SUP-38a0925a,Country Risk,0.0,Country Risk for supplier SUP-38a0925a is 0.,Implement strict compliance checks on suppliers operating in high-risk countries to minimize exposure.,Active
RISK-5785f98c,SUP-38a0925a,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-38a0925a is 0.,Diversify suppliers to reduce dependency on single sourcing.,Active
RISK-1078fa75,SUP-38a0925a,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-38a0925a is 0.,Regularly review financial statements and credit ratings to ensure the supplier remains solvent.,Active
RISK-f6b9f5a2,SUP-38a0925a,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-38a0925a is 0.,Diversify vendor base to reduce concentration risk.,Active
RISK-b935aefd,SUP-1368db15,Country Risk,15.0,Country Risk for supplier SUP-1368db15 is 15.,"Conduct thorough due diligence on local regulations, political stability, and economic conditions to minimize exposure.",Active
RISK-dff526fb,SUP-1368db15,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-1368db15 is 0.,Develop a contingency plan.,Active
RISK-9bc14dce,SUP-1368db15,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-1368db15 is 10.,"Conduct thorough financial health assessments on all suppliers before engaging to ensure robust credit history, liquidity positions, and adherence to industry standards.",Active
RISK-7709209c,SUP-1368db15,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-1368db15 is 0.,Diversify spend across multiple suppliers to reduce concentration risk.,Active
RISK-ff083fd0,SUP-cdc1dd6c,Country Risk,0.0,Country Risk for supplier SUP-cdc1dd6c is 0.,Increase diversification of suppliers across regions to reduce exposure.,Active
RISK-9307ac36,SUP-cdc1dd6c,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-cdc1dd6c is 0.,Develop a contingency plan.,Active
RISK-b0627b56,SUP-cdc1dd6c,Financial Health Risk,25.0,Financial Health Risk for supplier SUP-cdc1dd6c is 25.,Conduct quarterly financial health assessments to identify potential risks and ensure suppliers maintain stable cash flow.,Active
RISK-08445caf,SUP-cdc1dd6c,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-cdc1dd6c is 0.,Implement quarterly spend concentration reviews to ensure adherence to budgetary limits.,Active
RISK-55124b1a,SUP-5e00475d,Country Risk,15.0,Country Risk for supplier SUP-5e00475d is 15.,"Conduct thorough country-specific due diligence on suppliers located in regions scoring above the threshold to ensure compliance with local laws, ethical standards, and minimize exposure.",Active
RISK-7cec8f5d,SUP-5e00475d,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-5e00475d is 0.,Develop a contingency plan.,Active
RISK-c6fd72e1,SUP-5e00475d,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-5e00475d is 0.,Conduct quarterly financial health assessments on suppliers to ensure they maintain strong credit ratings and cash flow stability.,Active
RISK-0f7d21d5,SUP-5e00475d,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-5e00475d is 0.,Diversify suppliers to reduce spend concentration risk below 5% threshold.,Active
RISK-64107983,SUP-6b4d2434,Country Risk,15.0,Country Risk for supplier SUP-6b4d2434 is 15.,Enhance local regulatory monitoring and conduct regular country risk assessments to mitigate the 15-rated country risk.,Active
RISK-d2fb0344,SUP-6b4d2434,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-6b4d2434 is 0.,Develop a contingency plan.,Active
RISK-73a514ba,SUP-6b4d2434,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-6b4d2434 is 0.,Conduct quarterly financial health assessments to ensure suppliers maintain positive cash flow and solvency.,Active
RISK-23cef24c,SUP-6b4d2434,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-6b4d2434 is 0.,Diversify suppliers to reduce concentration risk.,Active
RISK-8716ea58,SUP-4b7962ab,Country Risk,0.0,Country Risk for supplier SUP-4b7962ab is 0.,Conduct regular compliance audits and implement strict internal controls to mitigate country risks.,Active
RISK-11692c9f,SUP-4b7962ab,Single Sourcing Risk,10.0,Single Sourcing Risk for supplier SUP-4b7962ab is 10.0.,Develop a contingency plan.,Active
RISK-e8230cc1,SUP-4b7962ab,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-4b7962ab is 0.,Conduct regular financial health assessments of suppliers to ensure they maintain strong credit ratings and liquidity positions.,Active
RISK-b9fcae34,SUP-4b7962ab,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-4b7962ab is 0.,"Diversify suppliers to reduce spend concentration risk, ensuring no single supplier accounts for more than 20% of total expenditures.",Active
RISK-9823450d,SUP-11f43e04,Country Risk,15.0,Country Risk for supplier SUP-11f43e04 is 15.,"Conduct thorough due diligence on local regulations, political stability, and business environment before engaging in any transactions.",Active
RISK-7b5687be,SUP-11f43e04,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-11f43e04 is 0.,Diversify suppliers to reduce reliance on any single provider.,Active
RISK-4f146e30,SUP-11f43e04,Financial Health Risk,25.0,Financial Health Risk for supplier SUP-11f43e04 is 25.,Conduct quarterly financial health reviews and diversify supplier base to reduce dependency on any single vendor.,Active
RISK-dea96608,SUP-11f43e04,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-11f43e04 is 0.,Diversify suppliers to reduce concentration risk.,Active
RISK-572ac5ed,SUP-cfd3757b,Country Risk,15.0,Country Risk for supplier SUP-cfd3757b is 15.,Develop a contingency plan.,Active
RISK-83025abd,SUP-cfd3757b,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-cfd3757b is 0.,Diversify suppliers to reduce dependency on single sources.,Active
RISK-2d94efe6,SUP-cfd3757b,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-cfd3757b is 0.,Conduct quarterly financial health assessments to identify potential risks early.,Active
RISK-f86d55aa,SUP-cfd3757b,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-cfd3757b is 0.,Diversify suppliers to reduce concentration risk.,Active
RISK-a0823593,SUP-7e6cfcb7,Country Risk,0.0,Country Risk for supplier SUP-7e6cfcb7 is 0.,Conduct thorough due diligence on suppliers in regions with low country risks to ensure compliance with ethical standards and business practices.,Active
RISK-50ec5e6f,SUP-7e6cfcb7,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-7e6cfcb7 is 0.,Diversify suppliers to reduce reliance on a single source.,Active
RISK-8bd8d192,SUP-7e6cfcb7,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-7e6cfcb7 is 0.,Monitor the supplier's financial health regularly to detect any early warning signs of potential financial instability.,Active
RISK-84581d10,SUP-7e6cfcb7,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-7e6cfcb7 is 0.,Diversify suppliers to reduce concentration risk and conduct regular audits to ensure compliance.,Active
RISK-f9b76f07,SUP-b7b58ac3,Country Risk,15.0,Country Risk for supplier SUP-b7b58ac3 is 15.,Conduct thorough due diligence on suppliers operating in countries with high risk scores to ensure compliance with ethical standards and implement robust monitoring systems.,Active
RISK-78428d03,SUP-b7b58ac3,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-b7b58ac3 is 0.,Diversify sourcing to reduce reliance on single suppliers.,Active
RISK-736db64d,SUP-b7b58ac3,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-b7b58ac3 is 0.,Enhance financial health monitoring by regularly reviewing supplier credit limits and implementing stricter payment terms to ensure suppliers maintain strong liquidity.,Active
RISK-61d740bf,SUP-b7b58ac3,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-b7b58ac3 is 0.,Diversify suppliers to reduce concentration in spend.,Active
RISK-b135c05b,SUP-0a42d65e,Country Risk,0.0,Country Risk for supplier SUP-0a42d65e is 0.,Conduct regular reviews of local regulations to ensure compliance and maintain effective communication channels with regulatory authorities.,Active
RISK-041874a9,SUP-0a42d65e,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-0a42d65e is 0.,Diversify suppliers to reduce dependency on single sources.,Active
RISK-90a2769c,SUP-0a42d65e,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-0a42d65e is 0.,Conduct quarterly financial health assessments and maintain diversified vendor relationships to mitigate financial health risks.,Active
RISK-597bb789,SUP-0a42d65e,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-0a42d65e is 0.,Implement a diversified procurement strategy to reduce spend concentration risk across suppliers.,Active
RISK-baf9b510,SUP-e4f3c01f,Country Risk,15.0,Country Risk for supplier SUP-e4f3c01f is 15.,Develop a contingency plan.,Active
RISK-b7ece6fb,SUP-e4f3c01f,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-e4f3c01f is 0.,Develop a contingency plan.,Active
RISK-95bbe600,SUP-e4f3c01f,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-e4f3c01f is 10.,Conduct quarterly financial health assessments and diversify supplier base to mitigate financial health risks.,Active
RISK-0b20a693,SUP-e4f3c01f,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-e4f3c01f is 0.,"Implement real-time spend monitoring to promptly identify and address potential concentration risks, ensuring proactive management and reducing the likelihood of financial instability.",Active
RISK-0e9551ff,SUP-c5ec5f86,Country Risk,15.0,Country Risk for supplier SUP-c5ec5f86 is 15.,Conduct thorough due diligence on suppliers based in countries with high scores to ensure compliance with ethical standards.,Active
RISK-36c47963,SUP-c5ec5f86,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-c5ec5f86 is 0.,Diversify suppliers to reduce reliance on any single provider.,Active
RISK-dcc5d152,SUP-c5ec5f86,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-c5ec5f86 is 0.,Conduct quarterly credit assessments and monitor financial statements to ensure the supplier maintains strong cash flow and manageable debt levels.,Active
RISK-52e261c5,SUP-c5ec5f86,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-c5ec5f86 is 0.,Diversify suppliers to reduce spend concentration risk.,Active
RISK-1d12c6e2,SUP-96fa8b29,Country Risk,30.0,Country Risk for supplier SUP-96fa8b29 is 30.,Conduct regular third-party audits and implement strict vendor contracts to ensure compliance and mitigate country risk score of 30.,Active
RISK-e7a4ccdb,SUP-96fa8b29,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-96fa8b29 is 0.,Develop a contingency plan.,Active
RISK-81c161b9,SUP-96fa8b29,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-96fa8b29 is 10.,"Conduct quarterly financial health assessments on the supplier to monitor their solvency, liquidity, and creditworthiness.",Active
RISK-9a48f4d3,SUP-96fa8b29,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-96fa8b29 is 0.,Implement diversified vendor base to reduce spend concentration risk.,Active
RISK-88c5d70f,SUP-e9ae7d44,Country Risk,15.0,Country Risk for supplier SUP-e9ae7d44 is 15.,Conduct regular reviews of the political stability index in the country to ensure timely adjustments to supply chain strategies.,Active
RISK-a50861ff,SUP-e9ae7d44,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-e9ae7d44 is 0.,Develop a contingency plan.,Active
RISK-aa35fa57,SUP-e9ae7d44,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-e9ae7d44 is 0.,Conduct quarterly financial health assessments to ensure suppliers maintain stable credit ratings and solvency.,Active
RISK-e94aca83,SUP-e9ae7d44,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-e9ae7d44 is 0.,Implement diversified sourcing strategies across multiple suppliers to reduce spend concentration risks.,Active
RISK-3a0f9bc8,SUP-8f15cda7,Country Risk,15.0,Country Risk for supplier SUP-8f15cda7 is 15.,Conduct regular market assessments to identify emerging risks in the country.,Active
RISK-b78870dd,SUP-8f15cda7,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-8f15cda7 is 0.,Diversify suppliers to reduce reliance on any single source and implement regular audits to ensure compliance and performance.,Active
RISK-71f2d71e,SUP-8f15cda7,Financial Health Risk,25.0,Financial Health Risk for supplier SUP-8f15cda7 is 25.,Conduct quarterly credit assessments and diversify suppliers to reduce dependency on any single vendor.,Active
