invoiceNumber,supplierReference,dateCreated,paymentDueDate,totalPaymentDue,paymentStatus,late_payment_flag,poOrderNumber,glAccount,costCenter,invoiceText,postingDate
INV-aa74a02f,1998325898626,2024-01-31 15:37:40,2024-03-28 15:37:40,41361.53,Approved,False,PO-fd326c2e33,GL-1169,CC-119,Invoice for PO PO-fd326c2e33,2024-01-29 15:37:40
INV-1da2db4a,4746598863417,2024-01-31 15:37:40,2024-03-28 15:37:40,41968.06,Approved,False,PO-fd326c2e33,GL-1021,CC-119,Invoice for PO PO-fd326c2e33,2024-01-30 15:37:40
INV-39145f7a,5404490211222,2024-01-30 15:37:40,2024-03-28 15:37:40,39531.97,Received,False,PO-fd326c2e33,GL-1162,CC-119,Invoice for PO PO-fd326c2e33,2024-01-31 15:37:40
INV-6ad786c1,6522441028602,2024-11-03 16:06:27,2024-12-28 16:06:27,20797.04,Received,False,PO-fe552c0123,GL-1013,CC-142,Invoice for PO PO-fe552c0123,2024-11-01 16:06:27
INV-5db03a3f,9260376212020,2024-11-03 16:06:27,2024-12-28 16:06:27,18463.16,Received,False,PO-fe552c0123,GL-1013,CC-142,Invoice for PO PO-fe552c0123,2024-11-01 16:06:27
INV-0e3ff011,7476754099516,2025-09-24 23:02:24,2025-11-21 23:02:24,32000.68,Approved,False,PO-ff153538f1,GL-1198,CC-124,Invoice for PO PO-ff153538f1,2025-10-01 23:02:24
INV-79c8e363,6845814414094,2025-09-27 23:02:24,2025-11-21 23:02:24,30895.29,Received,False,PO-ff153538f1,GL-1003,CC-124,Invoice for PO PO-ff153538f1,2025-09-27 23:02:24
INV-fb5c1193,1384737149874,2025-09-25 23:02:24,2025-11-21 23:02:24,24584.79,Rejected,False,PO-ff153538f1,GL-1156,CC-124,Invoice for PO PO-ff153538f1,2025-09-29 23:02:24
INV-b53da5de,2271500709399,2023-11-17 16:46:50,2024-02-10 16:46:50,27447.68,Overdue,False,PO-ff8d59202e,GL-1042,CC-140,Invoice for PO PO-ff8d59202e,2023-11-16 16:46:50
INV-defa8de7,4064165148775,2023-11-15 16:46:50,2024-02-10 16:46:50,29435.02,Overdue,False,PO-ff8d59202e,GL-1005,CC-140,Invoice for PO PO-ff8d59202e,2023-11-16 16:46:50
INV-fe01118e,3575799907856,2023-11-13 16:46:50,2024-02-10 16:46:50,33517.74,Received,False,PO-ff8d59202e,GL-1039,CC-140,Invoice for PO PO-ff8d59202e,2023-11-13 16:46:50
INV-36914cf6,5441111132726,2023-12-01 10:39:45,2024-01-29 10:39:45,60273.01,Overdue,False,PO-ff8ecc1894,GL-1155,CC-150,Invoice for PO PO-ff8ecc1894,2023-12-08 10:39:45
INV-9f4100f9,7040730117428,2024-08-12 12:49:39,2024-11-09 12:49:39,51524.58,Received,False,PO-ff8f3c2818,GL-1013,CC-154,Invoice for PO PO-ff8f3c2818,2024-08-16 12:49:39
INV-63fe06c0,9405944724745,2024-08-16 12:49:39,2024-11-09 12:49:39,56881.78,Approved,False,PO-ff8f3c2818,GL-1081,CC-154,Invoice for PO PO-ff8f3c2818,2024-08-21 12:49:39
